city,NDVI,NDBI,Rainfall,Temperature,latitude,longitude,AQI,Livability
Kuwait City,0.0496083550913838,-0.0195652173913043,72.69429028593004,28.567777777777792,29.3796532,47.9734174,5,7.3
Muscat,0.0493906350224502,-0.0044512663085188,58.9180146753788,33.48363636363638,23.6123628,58.5938134,4,7.07
Manama,0.0544184926559113,0.0311946902654867,36.96429503912805,32.77355555555556,26.2235041,50.5822436,4,6.03
Tel Aviv,0.1260940919037199,-0.0450564792486356,520.4686912894249,26.314888888888905,32.0852997,34.7818064,3,26.84
Tokyo,0.0138357374153665,0.0023174971031286,1679.0875378984492,23.042682926829286,35.6768601,139.7638947,3,37.38
Osaka,0.0284629981024667,-0.0284629981024667,1188.8630936816337,23.75857142857143,34.6937569,135.5014539,3,31.58
Seoul,0.1567272727272727,-0.0090404440919904,1750.7365479767325,19.292857142857144,37.5666791,126.9782914,3,43.49
Beijing,0.1161750314553334,-0.0602921646746347,572.9704426699318,20.82772727272732,39.9057136,116.3912972,3,29.73
Shanghai,0.257674092264515,-0.0903284671532846,1000.0508575464426,24.48809523809524,31.2312707,121.4700152,4,33.4
Hong Kong,0.536676902081201,-0.1767472240365774,1944.7693922519684,26.47451612903228,22.3492155,114.1857978,3,59.18
Bangkok,0.1594270955623385,0.0518433179723502,1963.442427158356,36.02304347826089,13.7524938,100.4935089,2,41.13
Singapore,0.8470809792843691,-0.2884918549658434,2753.661528468132,29.638695652173965,1.357107,103.8194992,1,84.22
Kuala Lumpur,0.0894874022589053,0.0772626931567329,3119.3392716646194,35.07400000000007,3.1516964,101.6942371,2,41.76
Jakarta,0.3081924577373212,-0.0611814345991561,1708.1879690443166,37.345294117647086,-6.1754049,106.827168,1,49.46
Manila,0.4479945615227736,-0.0714285714285714,1917.243476241827,36.10333333333335,14.5904492,120.9803621,2,54.69
Hanoi,0.1614512471655328,-0.04,1529.3281359672546,29.17272727272729,21.0283334,105.854041,2,43.74
Ho Chi Minh City,0.073296627666896,0.0363046500849683,2040.7555924654007,33.90238095238101,10.7755254,106.7021047,2,40.09
Taipei,0.1430393198724761,-0.0088163571562558,1880.805086955428,32.670769230769224,25.0375198,121.5636796,3,44.97
Sydney,0.0498768472906403,-0.0070880094506792,1971.3068342879408,21.809069767441883,-33.8698439,151.2082848,1,46.25
Melbourne,0.0505219206680584,0.0491307634164777,750.7080500006246,21.50200000000001,-37.8142454,144.9631732,1,34.44
Brisbane,0.4469158449896813,-0.2307392237175736,1495.0704392725602,23.65585365853661,-27.365991,152.948963,1,60.9
Perth,0.2961828944682588,-0.1593938287383604,735.1400915458798,23.62600000000004,-31.9558967,115.8605784,2,46.01
Adelaide,0.0942083022619935,0.0065447980139923,553.5184748478932,24.735909090909104,-34.9281805,138.5999312,1,34.54
Cairo,0.121722521271054,-0.0150848522941546,15.883241751871536,29.25622222222222,30.0443879,31.2357257,2,18.57
Cape Town,0.2757123985657671,-0.1162483487450462,666.2093738177641,24.338444444444463,-33.9288301,18.4172197,1,45.36
Johannesburg,0.0100656455142231,0.0544858664481769,822.4389208788052,25.206888888888955,-26.205,28.049722,3,22.13
Nairobi,0.1943268416596105,0.0100017546938059,590.5187577009201,29.61615384615385,-1.2890006,36.8172812,1,34.9
Lagos,0.0396361273554256,0.0879726391791753,1461.655747398734,32.10538461538465,6.4550575,3.3941795,1,36.24
Accra,0.1277021617293835,0.0543806646525679,962.057353168726,35.31882352941176,5.5571096,-0.2012376,1,36.34
Casablanca,0.0560409119965906,0.03203125,256.01976555370493,26.652222222222235,33.5945144,-7.6200284,1,25.81
Addis Ababa,0.0934143870314083,0.0142491779320423,1134.4665713310242,30.47200000000004,9.0358287,38.7524127,3,28.87
Sao Paulo,0.0316654580613971,0.0928799149840595,1038.8518611720947,28.32853658536584,-23.5506507,-46.6333824,2,29.58
Rio de Janeiro,0.1438712730714623,0.0102375102375102,1580.813161700964,30.117999999999995,-22.9110137,-43.2093727,1,43.47
Buenos Aires,0.0360057609217474,0.1290192385308758,695.8569045702934,21.48555555555555,-34.6095579,-58.3887904,1,31.94
Santiago,0.0294388224471021,0.0280130293159609,213.46727735426973,27.163636363636385,-33.4376995,-70.6510671,1,24.95
Lima,0.0158013544018058,0.017077045274027,19.525061052292585,35.268709677419395,-12.0459808,-77.0305912,1,12.27
Bogota,0.2051449749291476,-0.0647149460708782,1209.4783437582664,24.995454545454606,4.6533817,-74.0836331,2,44.98
